grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,time heuristic,gap,speedup
40,2,100,1000,5,500,-2,10,30,0.9653727258555592,[0.41899499692954123],[0.5463777289260179],OPTIMAL,72.0,72.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0068920437796158,"[0.12034710754931346, 0.14215540000505167]","[60.17355377465673, 71.07770000252583]","[1.686607142857143, 1.55]",131.25125377718263,1.686607142857143,5.684341886080804e-14,5.684341886080802e-17,4.3308857800988775e-16,"[0.21677103894762695, 0.09417702117934823]","[0.24386323103681207, 0.27128085610456765]",,,,,,72.0,72.0,1.1167683952953666,0.0,0.8644341386471938
40,2,100,1000,5,500,-2,10,31,0.5314699879381806,[0.17856626608408988],[0.3529037218540907],OPTIMAL,81.0,81.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0063823610597828,"[0.10787159746428322, 0.13661111111111116]","[53.93579873214161, 68.30555555555557]","[1.7, 1.6]",122.24135428769712,1.7,0.0,0.0,0.0,"[0.2193682638462633, 0.09928863286040723]","[0.22911044186912477, 0.15439440100453794]",,,,,,81.0,81.0,0.9958132565952836,0.0,0.5337044716147813
40,2,100,1000,5,500,-2,10,32,1.4632795441430062,[0.19607045408338308],[1.2672090900596231],OPTIMAL,89.0,89.0,2,"[500, 500]",0.9999999999999998,"[1.0, 1.0]",1.0,0.0,0.0086151932804853,"[0.1474595050622864, 0.12813888839208537]","[73.72975253114319, 64.06944419604268]","[1.8285714285714285, 1.65]",137.7991967271859,1.8285714285714283,2.8421709430404014e-14,2.842170943040401e-17,2.0625453634876336e-16,"[0.22726356890052557, 0.09049825486727059]","[0.25106001016683877, 0.6105564420577139]",,,,,,89.0,89.0,1.4785510078072548,0.0,0.9896713311995258
40,2,100,1000,5,500,-2,10,33,0.9535666739102452,[0.2038553839083761],[0.7497112900018692],OPTIMAL,96.0,96.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0069077233523996,"[0.1919087686077776, 0.15319754500857272]","[95.9543843038888, 76.59877250428636]","[1.69375, 1.95]",172.5531568081752,1.95,2.8421709430404014e-14,2.842170943040401e-17,1.6471277579601335e-16,"[0.22490179305896163, 0.08434576215222478]","[0.3436610009521246, 0.6802426020149142]",,,,,,96.0,96.0,1.629643626511097,0.0,0.5851381605141092
40,2,100,1000,5,500,-2,10,34,1.152156013995409,[0.17982673994265497],[0.972329274052754],OPTIMAL,81.0,81.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0075955949548405,"[0.13192717421896993, 0.08523280119003807]","[65.96358710948496, 42.61640059501903]","[1.75, 1.6]",108.579987704504,1.75,0.0,0.0,0.0,"[0.2217326529789716, 0.08620397886261344]","[0.6771069199312478, 0.4840091981459409]",,,,,,81.0,81.0,1.7685573608614504,0.0,0.6514665791977495
40,2,100,1000,5,500,-2,10,35,2.275170057080686,[0.40511207608506083],[1.8700579809956253],OPTIMAL,146.0,146.0,2,"[500, 500]",0.9999999999999998,"[1.0, 1.0]",1.0,0.0,0.0038127762837384,"[0.1685124933545986, 0.3818054936773638]","[84.2562466772993, 190.9027468386819]","[2.1, 2.286363636363636]",275.15899351598125,2.286363636363636,5.684341886080804e-14,5.684341886080802e-17,2.0658390312544867e-16,"[0.09587978199124336, 0.22962124017067254]","[0.18248251918703318, 2.14246348105371]",,,,,,146.0,146.0,2.951413072645664,0.0,0.7708748321837614
40,2,100,1000,5,500,-2,10,36,1.1178555709775535,[0.30514196399599314],[0.8127136069815606],OPTIMAL,95.0,95.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0092280032324262,"[0.21038694524859386, 0.13232489491185145]","[105.19347262429693, 66.16244745592573]","[1.8, 1.8695652173913042]",171.3559200802227,1.869565217391304,2.8421709430404014e-14,2.842170943040401e-17,1.658635979249046e-16,"[0.09661186090670526, 0.23147382191382349]","[0.4124156450852752, 0.2604548609815538]",,,,,,95.0,95.0,1.3117514275945723,0.0,0.8521855188886086
40,2,100,1000,5,500,-2,10,37,1.4206801850814372,[0.31179958512075245],[1.1088805999606848],OPTIMAL,101.0,101.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0070887398133419,"[0.1647282224354592, 0.14186034677882503]","[82.3641112177296, 70.93017338941252]","[2.15, 1.668181818181818]",153.29428460714212,2.15,0.0,0.0,0.0,"[0.09090108098462224, 0.2313292887993157]","[1.3243827770929784, 0.15023393207229674]",,,,,,101.0,101.0,2.0967274820432067,0.0,0.6775702599638849
40,2,100,1000,5,500,-2,10,38,1.124945669900626,[0.3037843909114599],[0.821161278989166],OPTIMAL,84.0,84.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0058284823043301,"[0.20616121588362135, 0.10716712311708272]","[103.08060794181067, 53.58356155854136]","[2.113157894736842, 1.75]",156.66416950035207,2.113157894736842,2.8421709430404014e-14,2.842170943040401e-17,1.8141805826353115e-16,"[0.09762497013434768, 0.22522149002179503]","[1.2305814689025283, 0.13330810703337193]",,,,,,84.0,84.0,1.982383136171848,0.0,0.5674713678572715
40,2,100,1000,5,500,-2,10,39,1.551441570976749,"[0.30159323615953326, 0.3544704308733344]","[0.11299897893331945, 0.7823789250105619]",OPTIMAL,83.0,83.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0041748208309984,"[0.012799571805006588, 0.06129547518334701]","[6.399785902503294, 30.647737591673508]","[1.3000000000000003, 1.3892734553775743]",37.0475234941768,1.3892734553775743,0.0,0.0,0.0,"[0.25852911197580397, 0.25272839586250484]","[0.23129394394345582, 0.6015694870147854]",,,,,,83.0,83.0,1.6448465576395392,0.0,0.9432135561648788
40,2,100,1000,5,500,-2,10,40,0.7032855059951544,[0.3201746621634811],[0.38311084383167326],OPTIMAL,75.0,75.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0083939091067876,"[0.06643530897207364, 0.06548295162439899]","[33.21765448603682, 32.741475812199496]","[1.3863636363636362, 1.6045454545454547]",65.95913029823632,1.6045454545454547,0.0,0.0,0.0,"[0.09580396092496812, 0.24127854011021554]","[0.24686099193058908, 0.12171780713833869]",,,,,,75.0,75.0,1.003355336142704,0.0,0.7009336380258493
40,2,100,1000,5,500,-2,10,41,1.1820105868391693,[0.3013547779992223],[0.880655808839947],OPTIMAL,128.0,128.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0080726136684249,"[0.2470757647990199, 0.14082486876429537]","[123.53788239950995, 70.41243438214768]","[1.9045454545454543, 1.6826086956521737]",193.9503167816576,1.9045454545454543,0.0,0.0,0.0,"[0.09468459989875555, 0.2256416401360184]","[0.567709440132603, 0.275030761025846]",,,,,,128.0,128.0,1.4605613192543387,0.0,0.8092851503438567
40,2,100,1000,5,500,-2,10,42,0.966687586158514,[0.29506971407681704],[0.671617872081697],OPTIMAL,106.0,106.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.005137738089228,"[0.14301668241533966, 0.19123116749073304]","[71.50834120766983, 95.61558374536652]","[1.668181818181818, 1.6625]",167.1239249530363,1.668181818181818,0.0,0.0,0.0,"[0.09338314807973802, 0.2189632907975465]","[0.11737761087715626, 0.21685485681518912]",,,,,,106.0,106.0,0.9425737806595862,0.0,1.0255829368413512
40,2,100,1000,5,500,-2,10,43,0.8171503660269082,[0.30029359506443143],[0.5168567709624767],OPTIMAL,79.0,79.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0057916612156541,"[0.15696780507074623, 0.10789371396932136]","[78.48390253537312, 53.946856984660684]","[1.8, 1.6]",132.4307595200338,1.8,0.0,0.0,0.0,"[0.10062935203313828, 0.2186571869533509]","[0.19868424208834767, 0.37945834803394973]",,,,,,79.0,79.0,1.195141518022865,0.0,0.6837268672405662
40,2,100,1000,5,500,-2,10,44,0.7900021660607308,[0.3046148580033332],[0.4853873080573976],OPTIMAL,105.0,105.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0071326245624836,"[0.14851131883532784, 0.21124205709151525]","[74.25565941766392, 105.62102854575762]","[2.05, 2.290909090909091]",179.87668796342166,2.290909090909091,1.1368683772161605e-13,1.1368683772161603e-16,6.320265233263717e-16,"[0.22925253305584192, 0.0961440980900079]","[0.1593634260352701, 0.45158130885101855]",,,,,,105.0,105.0,1.235945685300976,0.0,0.6391884169799504
40,2,100,1000,5,500,-2,10,45,0.9015583381988108,[0.28238310012966394],[0.6191752380691469],OPTIMAL,74.0,74.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0092656015771967,"[0.13654255221902284, 0.18092390174119705]","[68.27127610951142, 90.46195087059853]","[2.3, 1.6136363636363638]",158.73322698011003,2.3,8.526512829121202e-14,8.5265128291212e-17,5.371599249434963e-16,"[0.21371312416158617, 0.08744268794544041]","[0.20534762600436807, 0.46393183898180723]",,,,,,74.0,74.0,1.270644301082939,0.0,0.7095284946624597
