grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,time heuristic,gap,speedup
40,2,100,1000,5,500,-2,10,30,0.7342436949256808,[0.25776468496769667],[0.4764790099579841],OPTIMAL,72.0,72.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0063241870740613,"[0.12034710754931346, 0.1421554000050517]","[60.17355377465673, 71.07770000252584]","[1.686607142857143, 1.55]",131.2512537771826,1.686607142857143,2.8421709430404014e-14,2.842170943040401e-17,2.1654428900494395e-16,"[0.08405176410451531, 0.18833514908328652]","[0.15030189789831638, 0.3273838050663471]",,,,,,72.0,72.0,1.0492962822318077,0.0,0.6997486861994557
40,2,100,1000,5,500,-2,10,31,0.6184493619948626,[0.26700267009437084],[0.3514466919004917],OPTIMAL,81.0,81.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0058613143633006,"[0.10787159746428324, 0.13661111111111113]","[53.93579873214162, 68.30555555555556]","[1.7, 1.6]",122.24135428769716,1.7,0.0,0.0,0.0,"[0.18356954003684223, 0.0854878940153867]","[0.19513471913523972, 0.20120326802134514]",,,,,,81.0,81.0,0.96442830725573,0.0,0.6412600681067246
40,2,100,1000,5,500,-2,10,32,1.4793891799636183,[0.2707598579581827],[1.2086293220054358],OPTIMAL,89.0,89.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0080626762477832,"[0.14745950506228644, 0.12813888839208534]","[73.72975253114322, 64.06944419604267]","[1.8285714285714285, 1.65]",137.79919672718597,1.8285714285714283,8.526512829121202e-14,8.5265128291212e-17,6.187636090462897e-16,"[0.18988654110580683, 0.08705571200698614]","[0.4050099600572139, 0.7587162640411407]",,,,,,89.0,89.0,1.7454340041149408,0.0,0.8475766923732955
40,2,100,1000,5,500,-2,10,33,1.0133118550293148,[0.28274936601519585],[0.7305624890141189],OPTIMAL,96.0,96.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0064073576014248,"[0.19190876860777759, 0.1531975450085727]","[95.95438430388879, 76.59877250428634]","[1.69375, 1.95]",172.5531568081752,1.95,8.526512829121202e-14,8.5265128291212e-17,4.9413832738804e-16,"[0.08904436184093356, 0.1878644209355116]","[0.4153350649867207, 0.5708039139863104]",,,,,,96.0,96.0,1.5649039368145168,0.0,0.6475233598632192
40,2,100,1000,5,500,-2,10,34,1.1985292069148272,[0.26890762988477945],[0.9296215770300478],OPTIMAL,81.0,81.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.007061597742328,"[0.1319271742189699, 0.08523280119003805]","[65.96358710948495, 42.61640059501902]","[1.75, 1.6]",108.57998770450394,1.75,0.0,0.0,0.0,"[0.19093324593268335, 0.08271822892129421]","[0.626606514910236, 0.44931040797382593]",,,,,,81.0,81.0,1.651930117746815,0.0,0.7255326324273247
40,2,100,1000,5,500,-2,10,35,2.2090950729325414,[0.35076071904040873],[1.8583343538921326],OPTIMAL,146.0,146.0,2,"[500, 500]",0.9999999999999998,"[1.0, 1.0]",1.0,0.0,0.0034404401420243,"[0.3818054936773641, 0.16851249335459867]","[190.90274683868205, 84.25624667729933]","[2.286363636363636, 2.1]",275.1589935159814,2.286363636363636,5.684341886080804e-14,5.684341886080802e-17,2.065839031254485e-16,"[0.08830277295783162, 0.1964126699604094]","[1.526456902967766, 0.3378739249892533]",,,,,,146.0,146.0,2.455809692852199,0.0,0.8995383800960891
40,2,100,1000,5,500,-2,10,36,1.0675557821523398,[0.2789010440465063],[0.7886547381058335],OPTIMAL,95.0,95.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0086681050828907,"[0.21038694524859383, 0.13232489491185143]","[105.19347262429692, 66.16244745592572]","[1.8, 1.8695652173913042]",171.35592008022272,1.869565217391304,8.526512829121202e-14,8.5265128291212e-17,4.9759079377471385e-16,"[0.08882359392009676, 0.18972710194066167]","[0.44919636799022555, 0.2164025700185448]",,,,,,95.0,95.0,1.2459508657921106,0.0,0.8568201294788969
40,2,100,1000,5,500,-2,10,37,1.380375182023272,[0.2733490839600563],[1.1070260980632156],OPTIMAL,101.0,101.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0062309200851447,"[0.16472822243545923, 0.141860346778825]","[82.36411121772962, 70.9301733894125]","[2.15, 1.668181818181818]",153.2942846071421,2.15,0.0,0.0,0.0,"[0.18353349715471268, 0.09273733897134662]","[1.3651600109878927, 0.15961845498532057]",,,,,,101.0,101.0,2.105661999201402,0.0,0.6555540170012072
40,2,100,1000,5,500,-2,10,38,1.0883619708474723,[0.2660476458258927],[0.8223143250215799],OPTIMAL,84.0,84.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0051110200341515,"[0.20616121588362127, 0.10716712311708274]","[103.08060794181064, 53.58356155854137]","[2.113157894736842, 1.75]",156.66416950035202,2.113157894736842,0.0,0.0,0.0,"[0.1947673629038036, 0.0868168561719358]","[0.7563572130165994, 0.1527182050049305]",,,,,,84.0,84.0,1.4888179702684283,0.0,0.7310242034835494
40,2,100,1000,5,500,-2,10,39,1.5669448601547629,"[0.35123787401244044, 0.3242703590076417]","[0.11044165305793285, 0.7809949740767479]",OPTIMAL,83.0,83.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.003726833129102,"[0.012799571805006587, 0.06129547518334703]","[6.399785902503293, 30.647737591673515]","[1.3000000000000003, 1.3892734553775743]",37.04752349417681,1.3892734553775743,0.0,0.0,0.0,"[0.22640656679868698, 0.11411862401291728]","[0.22949038888327777, 0.29495755885727704]",,,,,,83.0,83.0,1.2817545463331044,0.0,1.2224999432516488
